Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
72,34161FA820328EE818965360,UP37D7687,VC4,Car / Jeep / Van,Kurana Toll Plaza,14207267,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,9/2/2023 15:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
73,34161FA820328EE81892DA40,UP37A8323,VC4,Car / Jeep / Van,Kurana Toll Plaza,14107737,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,15,Self,4/2/2023 17:09,N/A,315,,Success,5/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
74,34161FA820328EE81791E720,UP37N8466,VC4,Car / Jeep / Van,Kurana Toll Plaza,14096911,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,4/2/2023 10:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
75,34161FA820328EE81790BBE0,UP13BU8777,VC4,Car / Jeep / Van,Kurana Toll Plaza,14042843,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,2/2/2023 10:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
76,34161FA820328EE817578540,DL1CAA5264,VC4,Car / Jeep / Van,Kurana Toll Plaza,14355951,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,18/02/2023 00:00:00,28/02/2023 00:00:00,9999,4,Concessionaire,18/02/2023 11:06:11,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
77,34161FA820328EE817229AA0,UP15DS6784,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097869,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,4/2/2023 11:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
78,34161FA820328EE81605EEE0,UP14AP4240,VC4,Car / Jeep / Van,Kurana Toll Plaza,14224276,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,10/2/2023 12:45,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
79,34161FA820328EE815E24300,UP37M4691,VC4,Car / Jeep / Van,Kurana Toll Plaza,14050016,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,2/2/2023 13:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
80,34161FA820328EE815C50780,DL7CF5655,VC4,Car / Jeep / Van,Kurana Toll Plaza,14055116,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 15:54,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
81,34161FA820328EE8157DC480,UP13BX1862,VC4,Car / Jeep / Van,Kurana Toll Plaza,14080321,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,3/2/2023 15:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
82,34161FA820328EE8156E9200,UP13AR5007,VC4,Car / Jeep / Van,Kurana Toll Plaza,14054897,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,2/2/2023 15:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
83,34161FA820328EE815198A20,UP374791,VC4,Car / Jeep / Van,Kurana Toll Plaza,14054108,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Self,2/2/2023 15:24,N/A,315,,Success,3/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
84,34161FA820328EE814EBC500,UP13BB4736,VC4,Car / Jeep / Van,Kurana Toll Plaza,14007802,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,67,Concessionaire,1/2/2023 14:26,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
85,34161FA820328EE8144A1DA0,UP14CQ3474,VC4,Car / Jeep / Van,Kurana Toll Plaza,13996684,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,10,Self,1/2/2023 11:50,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
86,34161FA820328EE814465240,UP37Q4049,VC4,Car / Jeep / Van,Kurana Toll Plaza,13982179,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Self,1/2/2023 9:31,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
87,34161FA820328EE814333400,UP37H8377,VC4,Car / Jeep / Van,Kurana Toll Plaza,13985090,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,1/2/2023 9:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
88,34161FA820328EE813B12FE0,UP13BW4027,VC4,Car / Jeep / Van,Kurana Toll Plaza,14011401,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,1/2/2023 15:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
89,34161FA820328EE813B12FE0,UP13BW4027,VC4,Car / Jeep / Van,Kurana Toll Plaza,14584314,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,3,Concessionaire,28/02/2023 15:21:20,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
90,34161FA820328EE812DEC700,UP37R0998,VC4,Car / Jeep / Van,Kurana Toll Plaza,14189562,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,8/2/2023 16:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
91,34161FA820328EE812DDD9C0,UP37R0925,VC4,Car / Jeep / Van,Kurana Toll Plaza,14503265,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,48,Concessionaire,27/02/2023 13:13:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
92,34161FA820328EE8127F3B20,UP15DQ6788,VC4,Car / Jeep / Van,Kurana Toll Plaza,14202465,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,9/2/2023 11:37,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR1,320077,NO,N/A,N/A,N/A,N/A
93,34161FA820328EE812460FA0,UP13AZ6462,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041212,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,2/2/2023 10:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
94,34161FA820328EE812460DC0,HR26AS6667,VC4,Car / Jeep / Van,Kurana Toll Plaza,14356130,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,18/02/2023 00:00:00,28/02/2023 00:00:00,9999,4,Concessionaire,18/02/2023 11:21:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
95,34161FA820328EE812460BC0,HR26CU7725,VC4,Car / Jeep / Van,Kurana Toll Plaza,14158494,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,7/2/2023 10:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
96,34161FA820328EE81220A700,UP37Q3513,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988067,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 10:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
97,34161FA820328EE810493B00,UP14AP8465,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039662,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,18,Concessionaire,2/2/2023 9:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
98,34161FA820328EE810394520,UP15DN6481,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994296,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,1/2/2023 11:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
99,34161FA820328EE8101FCDC0,DL4CND6705,VC4,Car / Jeep / Van,Kurana Toll Plaza,13989971,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,50,Concessionaire,1/2/2023 10:38,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
100,34161FA820328EE8101FCDA0,UP37H6978,VC4,Car / Jeep / Van,Kurana Toll Plaza,13990380,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,33,Concessionaire,1/2/2023 10:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
101,34161FA820328EE8101D7300,UP37Q2011,VC4,Car / Jeep / Van,Kurana Toll Plaza,14139070,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,6/2/2023 11:04,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
102,34161FA820328EE810121BA0,DL10CD1366,VC4,Car / Jeep / Van,Kurana Toll Plaza,13999405,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,56,Concessionaire,1/2/2023 12:26,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
103,34161FA820328EE810071740,UP32FJ3459,VC4,Car / Jeep / Van,Kurana Toll Plaza,14039983,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,2/2/2023 9:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
104,34161FA820328EE81006FD80,UP14CU1676,VC4,Car / Jeep / Van,Kurana Toll Plaza,14143855,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,6/2/2023 14:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
105,34161FA820328EE80FFF6D00,DL6CN7506,VC4,Car / Jeep / Van,Kurana Toll Plaza,13999301,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,25,Concessionaire,1/2/2023 12:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
106,34161FA820328EE80FE91080,MA364448,VC4,Car / Jeep / Van,Kurana Toll Plaza,14485092,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,26/02/2023 00:00:00,28/02/2023 00:00:00,9999,1,Concessionaire,26/02/2023 12:01:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
107,34161FA820328EE80FE90160,UP37J5594,VC4,Car / Jeep / Van,Kurana Toll Plaza,14055142,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,2/2/2023 15:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
108,34161FA820328EE80FB06460,UP14EQ0043,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013073,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,39,Concessionaire,1/2/2023 15:41,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
109,34161FA820328EE80F872B60,UP16BW8319,VC4,Car / Jeep / Van,Kurana Toll Plaza,13982245,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 9:32,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
110,34161FA820328EE80F8633C0,DL9CS5122,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041145,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,16,Concessionaire,2/2/2023 10:13,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
111,34161FA820328EE80F863020,UP13W3388,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588760,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,37,Concessionaire,28/02/2023 16:43:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
112,34161FA820328EE80F863020,UP13W3388,VC4,Car / Jeep / Van,Kurana Toll Plaza,14057619,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,25,Concessionaire,2/2/2023 17:06,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
113,34161FA820328EE80F3B7C00,UP14BH5330,VC4,Car / Jeep / Van,Kurana Toll Plaza,14202177,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,17,Concessionaire,9/2/2023 11:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR1,320077,NO,N/A,N/A,N/A,N/A
114,34161FA820328EE80F349440,UP13BQ0694,VC4,Car / Jeep / Van,Kurana Toll Plaza,14540571,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,41,Concessionaire,28/02/2023 08:50:54,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
115,34161FA820328EE80F10FBA0,UP14BF1270,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558777,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,55,Concessionaire,28/02/2023 10:55:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
116,34161FA820328EE80F0A1A20,UP13BQ8055,VC4,Car / Jeep / Van,Kurana Toll Plaza,14327376,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,16/02/2023 00:00:00,28/02/2023 00:00:00,9999,7,Concessionaire,16/02/2023 16:46:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
117,34161FA820328EE80EB792C0,DL8CAA8305,VC4,Car / Jeep / Van,Kurana Toll Plaza,14254855,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,12/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,12/2/2023 12:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
118,34161FA820328EE80EB78B40,DL8CAK2740,VC4,Car / Jeep / Van,Kurana Toll Plaza,14243591,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,11/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,11/2/2023 15:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
119,34161FA820328EE80EB5E9C0,UP13BT6880,VC4,Car / Jeep / Van,Kurana Toll Plaza,14081572,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,3/2/2023 16:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
120,34161FA820328EE80EB1CE20,HR51AC0179,VC4,Car / Jeep / Van,Kurana Toll Plaza,14195629,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,9/2/2023 0:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
121,34161FA820328EE80EA8DBA0,DL8CL3735,VC4,Car / Jeep / Van,Kurana Toll Plaza,14007982,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,44,Concessionaire,1/2/2023 14:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
122,34161FA820328EE80EA7E380,UP13Z3717,VC4,Car / Jeep / Van,Kurana Toll Plaza,14163434,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,7/2/2023 14:01,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
123,34161FA820328EE80E5FE040,UP37K4768,VC4,Car / Jeep / Van,Kurana Toll Plaza,14180817,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,8/2/2023 9:31,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
124,34161FA820328EE80E2B3F00,UP14DU1279,VC4,Car / Jeep / Van,Kurana Toll Plaza,14037452,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,2/2/2023 8:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
125,34161FA820328EE80E2B0AA0,UP13BC2212,VC4,Car / Jeep / Van,Kurana Toll Plaza,14158770,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,7/2/2023 10:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
126,34161FA820328EE80E2B02A0,DL6CQ0335,VC4,Car / Jeep / Van,Kurana Toll Plaza,14046423,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,2/2/2023 11:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
127,34161FA820328EE80E2AACC0,UP13BL6830,VC4,Car / Jeep / Van,Kurana Toll Plaza,13992012,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,33,Concessionaire,1/2/2023 11:02,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
128,34161FA820328EE80E2802E0,UP17H5111,VC4,Car / Jeep / Van,Kurana Toll Plaza,14544492,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,2,Concessionaire,28/02/2023 09:18:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
129,34161FA820328EE80E180B80,UP37P4665,VC4,Car / Jeep / Van,Kurana Toll Plaza,13993888,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,1/2/2023 11:18,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
130,34161FA820328EE80E17F500,UP14AR7199,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041016,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 10:09,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
131,34161FA820328EE80E120960,UP37P5455,VC4,Car / Jeep / Van,Kurana Toll Plaza,14054900,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,3,Self,2/2/2023 15:46,N/A,315,,Success,3/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
132,34161FA820328EE80E0DE440,DL5CH8962,VC4,Car / Jeep / Van,Kurana Toll Plaza,14047775,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 12:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
133,34161FA820328EE80DF4BD40,UP13AW0786,VC4,Car / Jeep / Van,Kurana Toll Plaza,14222411,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,10/2/2023 11:21,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
134,34161FA820328EE80DE6E420,UP37P6851,VC4,Car / Jeep / Van,Kurana Toll Plaza,13976801,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 8:31,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
135,34161FA820328EE80DE6E2C0,UP37P5905,VC4,Car / Jeep / Van,Kurana Toll Plaza,14006366,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 14:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
136,34161FA820328EE80DE6E0E0,UP37P6036,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041486,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,9,Self,2/2/2023 10:20,N/A,315,,Success,3/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
137,34161FA820328EE80DDC1220,UP37E3270,VC4,Car / Jeep / Van,Kurana Toll Plaza,14137072,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,6/2/2023 9:43,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
138,34161FA820328EE80DD1F080,UP37P4587,VC4,Car / Jeep / Van,Kurana Toll Plaza,14139707,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,6/2/2023 11:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
139,34161FA820328EE80DD1EF40,UP37P4609,VC4,Car / Jeep / Van,Kurana Toll Plaza,14118276,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,5/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,5/2/2023 9:57,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
140,34161FA820328EE80DD1EEA0,UP37P3767,VC4,Car / Jeep / Van,Kurana Toll Plaza,14080570,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,3/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,3/2/2023 15:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
141,34161FA820328EE80DD1EDC0,UP37P4479,VC4,Car / Jeep / Van,Kurana Toll Plaza,14106272,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,4/2/2023 16:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
142,34161FA820328EE80DBB9C40,HR98A1259,VC4,Car / Jeep / Van,Kurana Toll Plaza,14457058,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,16,Self,24/02/2023 16:56:45,N/A,315,,Success,25/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
143,34161FA820328EE80DAA5620,UP13BS2761,VC4,Car / Jeep / Van,Kurana Toll Plaza,14406054,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,20,Self,21/02/2023 14:52:28,N/A,315,,Success,22/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
